DATE,NG1_PRICE,OIL_PRICE,COAL_PRICE,LMP_H,LMP_N,LMP_S,LMP_W,LNG_PRICE,NG_STORAGE,TAVG,AWND,PRCP,WT_FOG,WT_HFOG,WT_THNDR,WT_ICE,WT_HAIL,WT_GLAZE,WT_HAZE,LOAD_MW
6/26/23,2.868,69.32,125.5,323.57,311.68,300.11,314.4,7.37,1128,91,8.05,0,0,0,0,0,0,0,0,66334.69835
6/23/23,2.824,69.63,125.5,39.31,30.85,40.73,36.07,7.37,1128,85,5.82,0.01,0,0,1,0,0,0,0,61630.04966
6/22/23,2.694,72.52,125.75,44.54,39.92,50.32,44.7,7.37,1125,86,5.82,0,0,0,0,0,0,0,0,59637.18766
6/21/23,2.666,71.18,124.15,188.5,182.49,200.42,191.62,7.37,1125,93,8.72,0.71,0,0,1,0,0,0,0,64447.7742
6/20/23,2.557,71.92,126.55,543.03,542.35,536.05,550.22,7.37,1125,87,8.28,0,0,0,0,0,0,0,1,66020.33974
6/19/23,2.6472,70.85,128.35,131.22,126.84,120.27,130.27,7.37,1125,85,8.05,0,0,0,0,0,0,0,0,64432.63575
6/16/23,2.715,68.49,128.45,67.21,60.24,66.3,64.26,7.37,1125,84,8.95,0,0,0,0,0,0,0,1,61757.14184
6/15/23,2.606,69.59,135.95,32.49,26.51,29.7,29.34,7.37,1105,81,8.5,0,0,0,0,0,0,0,1,62318.00037
6/14/23,2.416,67.3,132,40.36,36.66,36.24,43.87,7.37,1105,74,8.05,0,0,0,0,0,0,0,0,58986.09892
6/13/23,2.407,70.27,132.25,29.44,27.42,28.05,31.71,7.37,1105,77,8.72,0,0,0,0,0,0,0,0,56709.47179
6/12/23,2.336,71.31,134,27.71,26.66,26.11,29.44,7.37,1105,86,6.93,0,0,0,0,0,0,0,0,57980.22006
6/9/23,2.331,72.44,135.7,29.55,29.69,29.79,32.46,7.37,1105,80,3.58,0,0,0,0,0,0,0,0,56543.11748
6/8/23,2.434,71.85,136.25,36.03,35.91,36.75,39.56,7.37,1093,80,5.59,0.13,1,0,1,0,0,0,0,53145.68538
6/7/23,2.433,72.26,136,36.39,36.21,36.29,37.53,7.37,1093,76,2.46,0.03,1,0,1,0,0,0,0,52944.38166
6/6/23,2.381,71.84,134.45,27.77,27.7,27.93,29.45,7.37,1093,76,4.7,0,0,0,0,0,0,0,0,50701.7067
6/5/23,2.366,70.2,137.75,25.68,25.51,25.91,27.76,7.37,1093,78,3.8,0.88,1,0,1,0,0,0,0,49802.52711
6/2/23,2.299,68.24,131,23.85,23.46,22.85,22.39,7.37,1093,81,4.25,0,0,0,0,0,0,0,0,54486.00371
6/1/23,2.273,69.6,130.15,22.36,21.13,22.05,19.06,7.37,1070,76,5.37,0,0,0,0,0,0,0,0,53775.78473
5/31/23,2.358,73.0114,138,20.06,18.25,20.9,18.38,7.33,1070,78,5.59,0,0,0,0,0,0,0,0,53220.57527
5/30/23,2.416,72.76,135.1,21.32,20.95,21.27,23.93,7.33,1070,77,4.92,0.04,0,0,1,0,0,0,0,51456.88887
5/29/23,2.3421,71.93,140.65,20.54,20.47,20.56,22.88,7.33,1070,77,5.82,0,0,0,0,0,0,0,0,49216.78499
5/26/23,2.505,74.29,160,29.42,28.39,29.39,31.52,7.33,1070,75,5.82,0,0,0,0,0,0,0,0,50731.04123
5/25/23,2.559,72.85,160,29.34,28.94,29.51,32.27,7.33,1042,76,6.04,0,0,0,0,0,0,0,0,50619.01326
5/24/23,2.643,71.97,160.25,30.3,29.79,29.95,33.03,7.33,1042,76,5.82,0,1,0,0,0,0,0,1,50752.4848
5/23/23,2.565,71.59,160,27.61,27.22,27.52,31.3,7.33,1042,72,4.03,0,1,0,1,0,0,0,1,51126.75373
5/22/23,2.623,71.86,160.35,28.36,28.17,28.65,32.51,7.33,1042,68,4.92,0,0,0,0,0,0,0,0,48532.39541
5/19/23,2.772,72.77,162.25,31.65,29.63,31.19,34.7,7.33,1042,77,5.82,0,0,0,0,0,0,0,0,53068.91811
5/18/23,2.787,70.66,159.35,25.8,24.11,26.06,26.72,7.33,1023,74,4.03,0,0,0,0,0,0,0,0,50835.09369
5/17/23,2.584,70.91,165.25,32.11,32.01,32.6,34.3,7.33,1023,69,4.47,0,0,0,0,0,0,0,0,48556.97372
5/16/23,2.609,69.83,163.8,47.15,46.91,47.57,51.04,7.33,1023,75,5.82,1.28,1,0,1,0,0,0,0,47532.94875
5/15/23,2.375,70.71,163.75,46.89,46.56,47.21,52.25,7.33,1023,69,5.14,0.25,1,1,1,0,0,0,0,48854.75076
5/12/23,2.266,72.35,166.5,31.57,26.01,23.86,34.25,7.33,1023,78,13.65,0,0,0,0,0,0,0,0,53696.38592
5/11/23,2.19,73.39,163,36.53,27.01,32.28,43.86,7.33,1002,69,11.63,0,1,0,0,0,0,0,0,51289.51742
5/10/23,2.191,72.81,166.95,23.08,18.91,21.32,27.9,7.33,1002,76,5.82,2.32,1,0,1,0,0,0,0,46608.79894
5/9/23,2.267,71.34,169,24.71,19.85,21.19,28.02,7.33,1002,77,7.38,1.13,0,0,1,0,0,0,0,48240.7757
5/8/23,2.238,68.56,169.65,68.54,49.97,45.23,66.2,7.33,1002,76,9.84,1.19,1,0,1,0,0,0,1,51402.35939
5/5/23,2.137,68.6,169.65,43.86,36.39,37.13,45.3,7.33,1002,74,8.05,0,1,0,0,0,0,0,1,53669.72756
5/4/23,2.101,71.66,178.2,27.42,20.87,24.61,18.13,7.33,977,74,8.05,0,1,0,0,0,0,0,0,46959.73108
5/3/23,2.17,75.66,180.6,35.54,29.76,30.15,46.3,7.33,977,69,5.82,0,0,0,0,0,0,0,0,46249.86394
5/2/23,2.214,76.78,187.55,29.46,25.63,23.01,37.58,7.33,977,68,5.14,0,1,1,0,0,0,0,0,45073.43457
5/1/23,2.318,74.76,185.15,28.5,23.34,18.65,30.23,7.33,977,68,5.37,0,0,0,0,0,0,0,0,43807.9372
4/28/23,2.41,74.3,189.7,24.12,15.96,23.11,10.54,6.83,977,58,9.84,0.34,1,0,1,0,0,0,0,43455.06618
4/27/23,2.355,77.07,189.95,39.17,35.01,37.21,61.25,6.83,971,58,8.28,0.25,1,0,1,0,0,0,0,43010.7735
4/26/23,2.305,78.76,190.15,25.6,21.41,23.65,32.92,6.83,971,66,13.2,0.15,1,0,0,0,0,0,0,44514.97085
4/25/23,2.437,77.87,189.05,23.41,21.21,23.21,32.58,6.83,971,61,11.41,0,0,0,0,0,0,0,0,41739.01649
4/24/23,2.471,77.37,190,28.94,26.75,27.26,63.51,6.83,971,62,10.07,0,0,0,0,0,0,0,0,39964.10946
4/21/23,2.233,79.24,190.35,47.91,43.57,48.04,78.43,6.83,971,67,7.83,1.1,1,0,1,0,0,0,0,43526.72249
4/20/23,2.249,80.9,191.75,46.47,43.3,41.68,75.68,6.83,949,76,12.08,1.26,1,0,1,0,0,0,0,46852.68353
4/19/23,2.222,80.83,192.5,25.41,20.45,20.16,14.1,6.83,949,68,12.53,0,0,0,0,0,0,0,0,46448.94579
4/18/23,2.366,82.43,188.3,20.61,17.21,15.97,11.44,6.83,949,62,8.5,0.05,0,0,0,0,0,0,0,43135.20096
4/17/23,2.275,82.04,187,17.91,15.46,18.66,8.31,6.83,949,61,6.71,0,0,0,0,0,0,0,0,41646.02049
4/14/23,2.114,83.09,188,20.4,17.18,21.89,12.57,6.83,949,69,8.5,0,0,0,0,0,0,0,0,43914.88752
4/13/23,2.007,81.49,190.75,19.05,15.35,22.12,4.03,6.83,929,65,4.03,0,0,0,0,0,0,0,0,43009.97525
4/12/23,2.093,79.77,194.6,18.51,15.26,23.28,13.42,6.83,929,66,5.59,0,0,0,1,0,0,0,0,42370.59891
4/11/23,2.186,80.68,194.15,20.3,19.72,22.11,29.25,6.83,929,65,8.28,0,0,0,0,0,0,0,0,41985.44191
4/10/23,2.172,80.63,193.75,27.65,27.59,28.31,46.27,6.83,929,63,6.49,0,0,0,0,0,0,0,0,40755.08617
4/6/23,2.011,80.72,193.75,17.37,16.25,18.17,23.72,6.83,921,55,12.3,0.82,1,0,1,0,0,0,0,40452.44462
4/5/23,2.155,80.44,198,25.01,23.69,24.87,40.76,6.83,921,67,12.97,0.8,1,0,1,0,0,0,0,40923.00345
4/4/23,2.106,75.8,192.65,29.99,22.34,33.92,17.49,6.83,921,81,13.42,0,0,0,0,0,0,0,0,44178.78146
4/3/23,2.097,74.49,198,33.53,27.56,34.39,30.64,6.83,921,65,10.29,0,1,0,0,0,0,0,1,49220.19527
3/31/23,2.216,73.12,177.25,25.2,21.57,31.61,28.84,7.97,921,66,11.41,0,0,0,0,0,0,0,0,49356.28857
3/30/23,2.104,73.34,176.75,22.01,15.9,24.7,8.64,7.97,917,56,12.97,0,1,0,0,0,0,0,0,45974.88619
3/29/23,2.184,72.93,176.6,25.63,22.17,29.78,57.68,7.97,917,55,9.17,0.01,0,0,0,0,0,0,0,42533.14078
3/28/23,2.147,69.41,176.5,26.33,23.91,25.75,53.84,7.97,917,58,13.2,0,0,0,0,0,0,0,0,40618.50438
3/27/23,2.215,70.12,176.25,67.59,64.23,70.95,118.19,7.97,917,64,6.93,0,1,1,0,0,0,0,1,41879.74982
3/24/23,2.361,71.02,175.35,30.63,23.84,37.9,40.07,7.97,917,72,9.62,0.01,1,0,0,0,0,0,0,42679.43929
3/23/23,2.283,69.77,176.65,25.55,24.61,24.25,44.6,7.97,927,75,13.42,0,1,0,0,0,0,0,0,45085.14422
3/22/23,2.307,67.99,176.55,22.45,21.07,17.86,13.91,7.97,927,62,11.41,0,0,0,0,0,0,0,0,45793.13202
3/21/23,2.485,67.12,174,17.53,15.41,16.75,10.56,7.97,927,49,14.76,0,0,0,0,0,0,0,0,43823.02494
3/20/23,2.331,68.63,173,20.35,17.99,22.97,18.89,7.97,927,44,10.74,0,0,0,0,0,0,0,0,43308.23715
3/17/23,2.446,67.82,173,24.5,25.79,21.98,42.65,7.97,927,55,15.43,0.76,1,0,1,0,0,0,0,42795.33186
3/16/23,2.626,71.57,174,15.58,14.42,18.67,4.63,7.97,933,58,12.53,0.21,1,0,0,0,0,0,0,42288.63664
3/15/23,2.546,74.95,175,16.4,14.97,17.09,9.4,7.97,933,50,10.96,0,0,0,0,0,0,0,1,41404.16957
3/14/23,2.69,76.8,180,24.01,24.39,25.01,38.14,7.97,933,49,9.84,0,0,0,0,0,0,0,1,41023.91801
3/13/23,2.726,75.88,182.9,22.58,22.39,23.4,43.55,7.97,933,55,11.63,0,0,0,0,0,0,0,1,40378.60255
3/10/23,2.559,76.81,185.25,26.9,24.2,36.33,69.95,7.97,933,57,5.59,0.01,1,0,0,0,0,0,0,42936.46595
3/9/23,2.683,77.72,180,30.15,27.03,36.8,78.13,7.97,925,51,6.71,0,0,0,0,0,0,0,0,44052.71697
3/8/23,2.713,80.56,182,34.62,30.05,32.33,68.92,7.97,925,61,6.93,0,1,0,0,0,0,0,0,43943.11439
3/7/23,2.84,79.79,180,28.32,27.22,25.84,53.94,7.97,925,71,7.38,0,1,0,0,0,0,0,0,43861.0186
3/6/23,2.73,78.31,182,28.69,26.1,29.56,49.55,7.97,925,68,4.25,0,1,0,0,0,0,0,1,43232.97307
3/3/23,3.141,77.83,187.15,21.83,21.55,21.14,39.25,7.97,925,62,11.18,0,0,0,0,0,0,0,0,40050.59027
3/2/23,2.899,77.19,193,24.34,21.12,27.7,33.2,7.97,922,61,12.75,0.08,1,0,0,0,0,0,0,43811.74502
3/1/23,2.943,75.81,192,28.71,27.25,32.13,48.04,7.97,922,74,10.51,0,1,0,0,0,0,0,0,44151.12071
2/28/23,2.863,76.47,192.85,20.87,17.59,22.29,35.24,9.36,922,64,7.61,0,1,0,0,0,0,0,1,43557.88201
2/27/23,2.853,75.6,196.5,21.07,17.58,22.19,24.89,9.36,922,63,7.83,0,0,0,0,0,0,0,1,42881.44462
2/24/23,2.701,74.19,209.2,20.86,20.84,20.68,34.17,9.36,922,47,8.95,0,1,0,0,0,0,0,0,44536.04577
2/23/23,2.59,76.53,210.1,17.82,15.99,19.9,32.39,9.36,926,63,8.05,0,1,0,0,0,0,0,1,43201.76251
2/22/23,2.44,77.2356,209.65,18.39,12.16,19.96,21.1,9.36,926,73,11.41,0.07,1,0,0,0,0,0,0,43864.00135
2/21/23,2.316,76.7,209,15.92,14.82,13.24,22.92,9.36,926,70,12.53,0,0,0,0,0,0,0,0,43109.15996
2/20/23,2.2383,78.9,205.65,15.66,13.58,14.87,16.96,9.36,926,54,8.28,0.01,1,0,0,0,0,0,0,41746.6583
2/17/23,2.496,79.02,209.35,31.6,31.11,19.2,45.27,9.36,926,37,12.75,0,0,0,0,0,0,0,0,49522.05672
2/16/23,2.638,79.4,214,19.1,20.34,12.46,25.4,9.36,931,59,15.21,0.05,1,0,0,0,0,0,0,44392.69511
2/15/23,2.709,80.45,219.9,16.57,15.78,16.64,15.6,9.36,931,59,9.62,0,1,0,0,0,0,0,0,41822.24316
2/14/23,2.652,80.04,219.5,13.29,11.28,12.07,5.47,9.36,931,54,10.29,0.03,1,0,0,0,0,0,0,40865.76488
2/13/23,2.499,78.39,221,20.74,20.86,16.1,20.34,9.36,931,51,6.71,0,1,0,0,0,0,0,0,42972.48261
2/10/23,2.607,78.84,218,23.18,24.69,13.39,29.29,9.36,931,46,10.51,0,0,0,0,0,0,0,0,45852.53635
2/9/23,2.492,77.56,225.5,19.4,17.34,20.76,14.92,9.36,951,39,2.91,0,1,0,0,0,0,0,0,44749.975
2/8/23,2.477,74.47,239.35,19.56,20.01,14.03,26.54,9.36,951,52,11.18,0.31,1,0,1,0,0,0,0,44182.21945
2/7/23,2.664,73.74,255.65,13.1,11.76,3.54,13.51,9.36,951,66,12.08,0,0,0,0,0,0,0,0,41282.87222
2/6/23,2.535,76.2,235,13.48,11.39,6.53,6.45,9.36,951,54,11.41,0,1,0,0,0,0,0,0,40485.7806
2/3/23,2.48,76.73,236,28.13,29.44,28.1,35.56,9.36,951,29,7.38,0,1,0,0,0,0,0,0,50824.51398
2/2/23,2.522,79.17,245,38.23,38.96,36.46,44.51,9.36,1025,42,9.84,0.87,1,0,0,0,0,0,0,56907.24582
2/1/23,2.536,78.18,247,71.43,77.66,67.43,88.51,9.36,1025,42,10.74,0.13,1,0,0,0,0,0,0,60357.98648
1/31/23,2.741,79.96,262,74.88,90.6,53.89,98.51,11.24,1025,43,11.86,0,1,0,0,0,0,0,0,61591.71306
1/30/23,2.731,81.28,265.35,38.29,42.41,30.41,50.11,11.24,1025,48,11.41,0.02,1,1,0,0,0,0,0,55613.26622
1/27/23,2.878,80.44,358.1,18.72,17.05,20.37,23.28,11.24,1025,44,4.7,0,0,0,0,0,0,0,0,47649.07359
1/26/23,2.871,80.44,355.6,26.85,25.8,26.98,45.22,11.24,1067,37,3.8,0,1,0,0,0,0,0,0,48193.70071
1/25/23,2.927,81.93,354,29.97,29.77,28.41,40.18,11.24,1067,39,10.51,0,0,0,0,0,0,0,0,48829.47205
1/24/23,3.057,81.89,359.6,30.11,32.23,19.13,40.09,11.24,1067,42,14.54,4.05,1,1,1,0,0,0,0,46800.39196
1/23/23,3.195,80.85,360,22.77,23.36,17.93,20.93,11.24,1067,42,7.61,0,0,0,0,0,0,0,0,46434.3438
1/20/23,3.03,80.03,350.95,19.37,17.61,20.56,17.78,11.24,1067,49,9.62,0.1,0,0,0,0,0,0,0,42639.58876
1/19/23,3.114,80.65,363.5,26.94,26.69,25.78,33.02,11.24,1069,56,6.71,0,0,0,0,0,0,0,0,40718.1601
1/18/23,3.086,78.8121,368,21.54,16.11,25.04,13.03,11.24,1069,66,7.61,0,1,0,0,0,0,0,1,40937.85762
1/17/23,3.218,80.3,369.25,28.92,28.4,28.49,39.52,11.24,1069,57,7.83,0,1,0,0,0,0,0,1,40686.99127
1/16/23,3.6656,78.88,370,21.46,18.03,23.96,18.7,11.24,1069,53,6.49,0,1,0,0,0,0,0,1,39951.70447
1/13/23,3.165,77.9,370.25,31.61,31.94,30.59,60.45,11.24,1069,44,9.62,0,0,0,0,0,0,0,0,43602.57421
1/12/23,3.306,75.6,377,25.11,23.32,22.72,60.98,11.24,1067,66,14.32,0.03,0,0,0,0,0,0,0,41022.98945
1/11/23,3.346,75.17,380,20.73,19.08,19.15,23.79,11.24,1067,68,10.96,0,0,0,0,0,0,0,0,41362.70477
1/10/23,3.314,74.04,393,22,19.9,24.54,39.51,11.24,1067,55,5.59,0,1,1,0,0,0,0,0,40854.44033
1/9/23,3.563,73.92,395,25.43,24.26,26.64,60.46,11.24,1067,49,5.82,0,1,0,0,0,0,0,0,41342.27928
1/6/23,3.392,73.1,400,21.05,20.92,17.58,20.46,11.24,1067,48,7.38,0,0,0,0,0,0,0,0,42189.57197
1/5/23,3.426,77.12,397.5,30.85,30.5,31.33,50.61,11.24,1040,50,3.58,0,0,0,0,0,0,0,0,42037.62607
1/4/23,3.78,79.02,394.55,22.61,22.37,23.53,35.72,11.24,1040,45,4.47,0,0,0,0,0,0,0,0,40759.54335
1/3/23,3.641,78.39,393.1,19.69,19.36,20.29,26.34,11.24,1040,66,7.38,0.12,1,0,0,0,0,0,0,40046.21771
12/30/22,4.104,80.45,404.15,27.7,27.41,28.02,35.13,12.67,1136,56,5.14,0.34,1,0,1,0,0,0,0,38867.53253
12/29/22,4.117,78.5,404.15,21.64,21.62,20.88,26.32,12.67,1136,60,8.28,0.82,1,0,1,0,0,0,0,38855.22646
12/28/22,4.194,79.08,402.5,20.6,20.98,18.45,10.94,12.67,1136,38,7.83,0,1,1,0,0,0,0,0,44318.83232
12/27/22,4.482,79.64,400.5,35.54,35.11,36.97,26.37,12.67,1136,39,5.14,0,0,0,0,0,0,0,0,49422.61774
12/23/22,4.419,79.64,401.1,219.7,229.45,190,244.14,12.67,1199,17,16.55,0,0,0,0,0,0,0,0,69389.35315
12/22/22,4.433,77.42,400.65,52.22,58.5,45.45,58.17,12.67,1199,37,12.08,0,1,1,0,0,0,0,1,56686.64521
12/21/22,4.815,78.24,401.4,33.59,32.63,36.2,40.92,12.67,1199,42,3.13,0,1,1,0,0,0,0,0,48756.19386
12/20/22,4.82,76.23,400.05,43.9,43.03,44.81,61.75,12.67,1199,46,11.18,0.03,1,0,0,0,0,0,0,46253.81179
12/19/22,5.253,75.44,401.35,40.85,39.46,42.56,49.35,12.67,1199,44,11.41,0.4,1,0,1,0,0,0,0,46882.40623
12/16/22,5.602,74.54,405,47.86,47.73,48.16,56.4,12.67,1199,44,9.62,0.15,1,0,0,0,0,0,0,45888.04734
12/15/22,5.82,76.12,403,48.35,48.09,50.56,58.79,12.67,1199,44,2.01,0,0,0,0,0,0,0,0,43821.8627
12/14/22,5.62,77.33,404,46.89,46.1,46.29,51.84,12.67,1199,58,9.17,0.09,1,0,1,0,0,0,0,41231.52764
12/13/22,6.733,75.58,405,43.68,40.44,40.94,35.47,12.67,1199,62,11.41,0.08,1,0,1,0,0,0,0,42966.55195
12/12/22,6.416,73.46,401,39.44,34.19,39.16,24.75,12.67,1199,53,10.96,0.04,1,0,0,0,0,0,0,42002.88727
12/9/22,6.082,71.43,402.5,41.79,39.94,40.72,46.55,12.67,1199,65,4.25,0,1,1,0,0,0,0,0,42611.84909
12/8/22,5.82,71.72,395.5,44.02,40.94,41.03,51.6,12.67,1191,60,5.82,0,1,0,0,0,0,0,0,43250.272
12/7/22,5.617,72.52,405,44.13,39.06,36.37,47.3,12.67,1191,65,5.37,0,1,0,0,0,0,0,0,42489.44013
12/6/22,5.378,74.46,408.8,40.73,36.27,34.59,53.93,12.67,1191,72,6.71,0,0,0,0,0,0,0,0,42194.53948
12/5/22,5.484,77.08,400.5,40.76,33.64,33.31,30.23,12.67,1191,59,6.71,0,1,0,0,0,0,0,0,42245.33375
12/2/22,6.169,80.05,391,41.97,36.08,49.24,16.57,12.67,1191,42,9.17,0,1,0,0,0,0,0,0,42477.37178
12/1/22,6.631,81.14,385,50.21,47.61,59.87,43.93,12.67,1181,41,8.95,0,0,0,0,0,0,0,0,46190.62647
11/30/22,6.818,80.66,397,49.57,49.64,42.56,53.34,11.68,1181,57,12.97,0,1,0,0,0,0,0,0,43330.62186
11/29/22,7.084,78.28,390,45.74,38.65,47.56,21.83,11.68,1181,57,8.05,0,1,1,0,0,0,0,1,42379.41463
11/28/22,7.018,77.33,380,51.33,46.38,55.78,24.41,11.68,1181,49,4.25,0,1,0,0,0,0,0,0,42222.87379
11/25/22,7.135,76.43,349.4,49.1,47.99,49.29,50.42,11.68,1181,43,11.18,0.34,1,0,0,0,0,0,0,38858.03586
11/24/22,7.1774,78.0847,347.75,41.92,38.96,45.53,37.56,11.68,1200,43,9.62,0.94,1,1,1,0,0,0,0,38745.60681
11/23/22,7.486,78.07,346.45,41.99,39.78,42.99,36.62,11.68,1200,43,6.71,0,1,1,0,0,0,0,0,42098.83528
11/22/22,7.17,80.73,347.15,43.68,45.19,46.56,51.41,11.68,1200,45,5.59,0,0,0,0,0,0,0,0,45009.66618
11/21/22,6.962,79.91,351,59.24,61.03,57.6,68.02,11.68,1200,40,6.71,0.41,1,0,0,0,0,0,0,47814.22177
11/18/22,6.483,79.83,343.45,49.94,49.63,46.74,54.49,11.68,1200,48,6.71,0,0,0,0,0,0,0,0,44981.24897
11/17/22,6.491,81.09,334.6,51.11,50.78,48.07,57.61,11.68,1228,43,4.47,0,0,0,0,0,0,0,0,44791.11671
11/16/22,6.353,84.26,332.55,67.14,68.31,61.76,73.47,11.68,1228,42,6.71,0,0,0,0,0,0,0,0,45660.79209
11/15/22,6.143,85.52,341,63.55,63.53,56.29,68.21,11.68,1228,39,13.2,0,0,0,0,0,0,0,0,45595.55806
11/14/22,6.299,84.36,330.35,44,39.93,40.15,36.48,11.68,1228,44,11.63,0.2,1,0,0,0,0,0,0,44260.16382
11/11/22,6.263,87.17,326.8,49.99,36.03,37.51,27.18,11.68,1228,65,7.61,1.1,1,0,1,0,0,0,0,42471.15167
11/10/22,6.613,84.69,325,80.75,67.19,70.47,72.23,11.68,1193,74,4.92,0,1,1,0,0,0,0,0,44096.94465
11/9/22,6.225,84,330,46.49,33.04,37.72,3.21,11.68,1193,66,4.92,0,1,0,0,0,0,0,0,45540.05678
11/8/22,6.524,86.95,339,46.75,38.65,43.7,23.51,11.68,1193,70,7.83,0,1,0,0,0,0,0,0,45567.07473
11/7/22,7.244,90.73,345,43.03,39.8,40,43.13,11.68,1193,62,6.26,0,1,1,0,0,0,0,1,45638.28025
11/4/22,6.754,91.45,349.5,44.46,38.1,31.87,13.95,11.68,1193,74,12.08,0.14,1,0,1,0,0,0,0,46088.68897
11/3/22,6.33,87.18,354,33.2,28.6,29.77,0.63,11.68,1160,67,11.86,0,1,0,0,0,0,0,0,44643.00876
11/2/22,6.589,88.86,361,31.95,28,36.1,21.88,11.68,1160,64,7.83,0,1,0,0,0,0,0,0,41092.88474
11/1/22,6.08,87.19,359,39.76,37.65,40.26,44.98,11.68,1160,63,7.38,0.14,1,0,1,0,0,0,0,39788.54311
10/31/22,6.607,85.4,356.3,53.02,51.77,50.3,56.65,14.32,1160,61,2.68,0,0,0,0,0,0,0,0,39676.3662
10/28/22,5.953,86.61,385.7,41.7,39.73,37.76,32.4,14.32,1160,61,10.74,1.44,1,0,1,0,0,0,0,40139.69941
10/27/22,6.136,87.83,385.6,34.39,30.46,30.81,12.35,14.32,1116,59,6.26,0,0,0,0,0,0,0,0,40107.43486
10/26/22,6.387,86.68,386.5,38.09,35.53,36.2,28.44,14.32,1116,56,4.25,0,0,0,0,0,0,0,0,39482.83144
10/25/22,6.427,84.31,388.15,51.67,48.58,46.42,50.72,14.32,1116,68,10.74,0.02,1,0,0,0,0,0,0,39680.46926
10/24/22,6.034,83.59,390,45.69,38.1,33.52,33.15,14.32,1116,78,13.65,0.04,1,0,0,0,0,0,1,46520.98191
10/21/22,5.754,83.95,390,43.29,36.84,37.3,30.56,14.32,1116,66,7.61,0,0,0,0,0,0,0,0,42493.81795
10/20/22,6.111,83.3,391.95,52.33,47.94,50.77,52.13,14.32,1099,54,6.26,0,0,0,0,0,0,0,0,40160.05056
10/19/22,6.212,83.42,391,53.58,50.76,50.31,53.43,14.32,1099,51,4.25,0,0,0,0,0,0,0,0,38553.51379
10/18/22,6.493,81.29,387.85,55.49,55.31,47.16,61.49,14.32,1099,57,10.51,0,0,0,0,0,0,0,0,38181.13998
10/17/22,6.714,83.51,392.15,54.37,51.81,52.52,54.06,14.32,1099,76,10.51,0.33,1,0,0,0,0,0,0,41955.41531
10/14/22,6.827,83.55,392.5,52.19,48.2,56.01,49.23,14.32,1099,66,6.26,0,0,0,0,0,0,0,0,46023.09805
10/13/22,7.053,86.65,397,62.18,56.38,62.97,61.41,14.32,1058,74,6.71,0,0,0,0,0,0,0,0,47663.95314
10/12/22,6.766,84.74,405,87.28,75.34,91.8,73.77,14.32,1058,75,4.25,0,1,0,0,0,0,0,0,51311.16577
10/11/22,6.928,86.56,391.15,55.71,44.8,55.02,33.72,14.32,1058,76,6.93,0,0,0,0,0,0,0,0,46585.38153
10/10/22,6.784,89.84,386.5,58.85,53.31,47.9,53.93,14.32,1058,69,7.16,0,0,0,0,0,0,0,0,45918.51815
10/7/22,7.047,91.35,385,61.71,60.01,60.91,65.49,14.32,1058,75,3.36,0,1,0,0,0,0,0,0,45284.60512
10/6/22,7.242,87.59,400,60.88,60.38,60.05,64.28,14.32,1003,74,4.25,0,1,0,0,0,0,0,0,46586.04762
10/5/22,7.236,86.84,396.25,50.66,50.38,51.49,55.66,14.32,1003,71,3.8,0,0,0,0,0,0,0,0,45767.11743
10/4/22,7.174,85.5,404,48.5,46.09,49.27,52.44,14.32,1003,68,4.92,0,0,0,0,0,0,0,0,44854.83479
10/3/22,6.803,82.7,399,48.25,45.95,48.75,53.92,14.32,1003,67,3.8,0,0,0,0,0,0,0,0,44081.64931
9/30/22,7.065,78.72,433.7,46.42,42.44,47.57,51.33,16.72,1003,72,5.14,0,0,0,0,0,0,0,0,44481.03052
9/29/22,7.142,80.42,435.75,49.29,48.17,49.22,53.39,16.72,958,78,7.83,0,0,0,0,0,0,0,0,46112.02774
9/28/22,7.2,81.24,436,49.06,47.26,45.47,56.01,16.72,958,74,5.14,0,0,0,0,0,0,0,0,47304.04974
9/27/22,6.99,77.81,437.65,50.12,46.15,45.2,52.21,16.72,958,77,7.16,0,0,0,0,0,0,0,0,47115.40744
9/26/22,7.235,76.18,438,54.55,53.5,51.68,54.03,16.72,958,81,8.72,0,0,0,0,0,0,0,0,51474.7094
9/23/22,7.203,78.25,435.2,70.66,66.49,63.96,62.55,16.72,958,82,5.82,0,0,0,0,0,0,0,0,55645.82199
9/22/22,7.378,83.03,435.65,108.96,106.52,102.79,105.81,16.72,971,83,4.47,0,0,0,0,0,0,0,1,55672.61437
9/21/22,7.99,82.43,440,90.56,88.35,87.26,85.61,16.72,971,86,3.8,0,0,0,0,0,0,0,0,56670.83939
9/20/22,7.932,83.28,441.3,84.08,80.94,81.73,76.7,16.72,971,85,3.13,0,0,0,0,0,0,0,0,57587.3567
9/19/22,7.966,84.61,439.05,86.1,84.93,84.49,81.91,16.72,971,85,5.14,0,0,0,0,0,0,0,0,57045.7761
9/16/22,7.811,84.07,439,64.85,64.32,65.83,62.03,16.72,971,77,8.05,0,0,0,1,0,0,0,0,53841.41379
9/15/22,8.372,83.9,445.5,64.95,64.24,66.59,65.05,16.72,1015,78,8.05,0,0,0,0,0,0,0,0,51030.84304
9/14/22,9.167,87.36,444.2,62.69,62.37,63.39,63.45,16.72,1015,80,6.71,0,0,0,0,0,0,0,0,51310.09878
9/13/22,8.334,86.25,438,68.42,68.37,68.86,70.83,16.72,1015,76,5.14,0,0,0,0,0,0,0,0,51844.02561
